observation_date,DEXINUS,YearMonth,Monthly_Avg
15-09-2011,47.54,2011-09,47.69
16-09-2011,47.27,2011-09,47.69
19-09-2011,47.72,2011-09,47.69
20-09-2011,47.93,2011-09,47.69
21-09-2011,48.32,2011-09,47.69
22-09-2011,49.47,2011-09,47.69
23-09-2011,49.34,2011-09,47.69
26-09-2011,49.47,2011-09,47.69
27-09-2011,48.92,2011-09,47.69
28-09-2011,48.94,2011-09,47.69
29-09-2011,48.93,2011-09,47.69
30-09-2011,49.05,2011-09,47.69
03-10-2011,49.09,2011-10,49.20
04-10-2011,49.3,2011-10,49.20
05-10-2011,49.24,2011-10,49.20
06-10-2011,49.18,2011-10,49.20
07-10-2011,48.89,2011-10,49.20
10-10-2011,,2011-10,49.20
11-10-2011,49.24,2011-10,49.20
12-10-2011,48.95,2011-10,49.20
13-10-2011,49.22,2011-10,49.20
14-10-2011,48.89,2011-10,49.20
17-10-2011,49.03,2011-10,49.20
18-10-2011,49.33,2011-10,49.20
19-10-2011,49.17,2011-10,49.20
20-10-2011,49.86,2011-10,49.20
21-10-2011,49.82,2011-10,49.20
24-10-2011,49.72,2011-10,49.20
25-10-2011,49.41,2011-10,49.20
26-10-2011,49.4,2011-10,49.20
27-10-2011,49,2011-10,49.20
28-10-2011,48.63,2011-10,49.20
31-10-2011,48.67,2011-10,49.20
01-11-2011,49.26,2011-11,50.68
02-11-2011,49.1,2011-11,50.68
03-11-2011,49.04,2011-11,50.68
04-11-2011,48.99,2011-11,50.68
07-11-2011,48.94,2011-11,50.68
08-11-2011,49.39,2011-11,50.68
09-11-2011,50.05,2011-11,50.68
10-11-2011,49.98,2011-11,50.68
11-11-2011,,2011-11,50.68
14-11-2011,50.37,2011-11,50.68
15-11-2011,50.62,2011-11,50.68
16-11-2011,50.66,2011-11,50.68
17-11-2011,50.95,2011-11,50.68
18-11-2011,51.23,2011-11,50.68
21-11-2011,52.06,2011-11,50.68
22-11-2011,52.48,2011-11,50.68
23-11-2011,52.26,2011-11,50.68
24-11-2011,,2011-11,50.68
25-11-2011,52.23,2011-11,50.68
28-11-2011,51.94,2011-11,50.68
29-11-2011,51.9,2011-11,50.68
30-11-2011,52.12,2011-11,50.68
01-12-2011,51.36,2011-12,52.38
02-12-2011,50.5,2011-12,52.38
05-12-2011,51.31,2011-12,52.38
06-12-2011,51.23,2011-12,52.38
07-12-2011,51.62,2011-12,52.38
08-12-2011,51.7,2011-12,52.38
09-12-2011,51.87,2011-12,52.38
12-12-2011,52.6,2011-12,52.38
13-12-2011,53.09,2011-12,52.38
14-12-2011,53.71,2011-12,52.38
15-12-2011,53.55,2011-12,52.38
16-12-2011,52.49,2011-12,52.38
19-12-2011,52.69,2011-12,52.38
20-12-2011,52.76,2011-12,52.38
21-12-2011,52.39,2011-12,52.38
22-12-2011,52.56,2011-12,52.38
23-12-2011,52.78,2011-12,52.38
26-12-2011,,2011-12,52.38
27-12-2011,52.93,2011-12,52.38
28-12-2011,52.88,2011-12,52.38
29-12-2011,53,2011-12,52.38
30-12-2011,53.01,2011-12,52.38
02-01-2012,,2012-01,51.00
03-01-2012,53.11,2012-01,51.00
04-01-2012,52.85,2012-01,51.00
05-01-2012,52.89,2012-01,51.00
06-01-2012,52.67,2012-01,51.00
09-01-2012,52.39,2012-01,51.00
10-01-2012,51.59,2012-01,51.00
11-01-2012,51.78,2012-01,51.00
12-01-2012,51.51,2012-01,51.00
13-01-2012,51.43,2012-01,51.00
16-01-2012,,2012-01,51.00
17-01-2012,50.69,2012-01,51.00
18-01-2012,50.4,2012-01,51.00
19-01-2012,50.3,2012-01,51.00
20-01-2012,50.22,2012-01,51.00
23-01-2012,49.99,2012-01,51.00
24-01-2012,50.02,2012-01,51.00
25-01-2012,50.18,2012-01,51.00
26-01-2012,49.42,2012-01,51.00
27-01-2012,49.39,2012-01,51.00
30-01-2012,49.66,2012-01,51.00
31-01-2012,49.54,2012-01,51.00
01-02-2012,49.27,2012-02,49.18
02-02-2012,49.03,2012-02,49.18
03-02-2012,48.65,2012-02,49.18
06-02-2012,49.05,2012-02,49.18
07-02-2012,49.2,2012-02,49.18
08-02-2012,49.22,2012-02,49.18
09-02-2012,49.35,2012-02,49.18
10-02-2012,49.48,2012-02,49.18
13-02-2012,49.14,2012-02,49.18
14-02-2012,49.4,2012-02,49.18
15-02-2012,49.35,2012-02,49.18
16-02-2012,49.43,2012-02,49.18
17-02-2012,49.31,2012-02,49.18
20-02-2012,,2012-02,49.18
21-02-2012,49.21,2012-02,49.18
22-02-2012,49.24,2012-02,49.18
23-02-2012,49.19,2012-02,49.18
24-02-2012,48.98,2012-02,49.18
27-02-2012,49.12,2012-02,49.18
28-02-2012,49.01,2012-02,49.18
29-02-2012,48.99,2012-02,49.18
01-03-2012,49.14,2012-03,50.36
02-03-2012,49.55,2012-03,50.36
05-03-2012,49.82,2012-03,50.36
06-03-2012,50.38,2012-03,50.36
07-03-2012,50.27,2012-03,50.36
08-03-2012,50.17,2012-03,50.36
09-03-2012,49.75,2012-03,50.36
12-03-2012,49.98,2012-03,50.36
13-03-2012,49.92,2012-03,50.36
14-03-2012,50,2012-03,50.36
15-03-2012,50.28,2012-03,50.36
16-03-2012,50.11,2012-03,50.36
19-03-2012,50.16,2012-03,50.36
20-03-2012,50.48,2012-03,50.36
21-03-2012,50.6,2012-03,50.36
22-03-2012,51.28,2012-03,50.36
23-03-2012,51.18,2012-03,50.36
26-03-2012,51.03,2012-03,50.36
27-03-2012,50.66,2012-03,50.36
28-03-2012,50.97,2012-03,50.36
29-03-2012,51.38,2012-03,50.36
30-03-2012,50.89,2012-03,50.36
02-04-2012,50.79,2012-04,51.69
03-04-2012,50.64,2012-04,51.69
04-04-2012,51.18,2012-04,51.69
05-04-2012,51.11,2012-04,51.69
06-04-2012,51.14,2012-04,51.69
09-04-2012,51.1,2012-04,51.69
10-04-2012,51.47,2012-04,51.69
11-04-2012,51.5,2012-04,51.69
12-04-2012,51.22,2012-04,51.69
13-04-2012,51.45,2012-04,51.69
16-04-2012,51.6,2012-04,51.69
17-04-2012,51.41,2012-04,51.69
18-04-2012,51.79,2012-04,51.69
19-04-2012,52.07,2012-04,51.69
20-04-2012,52.02,2012-04,51.69
23-04-2012,52.38,2012-04,51.69
24-04-2012,52.63,2012-04,51.69
25-04-2012,52.45,2012-04,51.69
26-04-2012,52.44,2012-04,51.69
27-04-2012,52.45,2012-04,51.69
30-04-2012,52.65,2012-04,51.69
01-05-2012,52.5,2012-05,54.33
02-05-2012,52.97,2012-05,54.33
03-05-2012,53.33,2012-05,54.33
04-05-2012,53.41,2012-05,54.33
07-05-2012,52.91,2012-05,54.33
08-05-2012,53.14,2012-05,54.33
09-05-2012,53.75,2012-05,54.33
10-05-2012,53.25,2012-05,54.33
11-05-2012,53.63,2012-05,54.33
14-05-2012,53.92,2012-05,54.33
15-05-2012,53.91,2012-05,54.33
16-05-2012,54.34,2012-05,54.33
17-05-2012,54.37,2012-05,54.33
18-05-2012,54.48,2012-05,54.33
21-05-2012,54.97,2012-05,54.33
22-05-2012,55.34,2012-05,54.33
23-05-2012,55.95,2012-05,54.33
24-05-2012,55.55,2012-05,54.33
25-05-2012,55.35,2012-05,54.33
28-05-2012,,2012-05,54.33
29-05-2012,55.71,2012-05,54.33
30-05-2012,56.13,2012-05,54.33
31-05-2012,56.38,2012-05,54.33
01-06-2012,55.44,2012-06,55.94
04-06-2012,55.65,2012-06,55.94
05-06-2012,55.54,2012-06,55.94
06-06-2012,55.26,2012-06,55.94
07-06-2012,54.91,2012-06,55.94
08-06-2012,55.39,2012-06,55.94
11-06-2012,55.69,2012-06,55.94
12-06-2012,55.6,2012-06,55.94
13-06-2012,55.56,2012-06,55.94
14-06-2012,55.7,2012-06,55.94
15-06-2012,55.34,2012-06,55.94
18-06-2012,55.85,2012-06,55.94
19-06-2012,55.87,2012-06,55.94
20-06-2012,56.24,2012-06,55.94
21-06-2012,56.25,2012-06,55.94
22-06-2012,57.11,2012-06,55.94
25-06-2012,57.13,2012-06,55.94
26-06-2012,56.95,2012-06,55.94
27-06-2012,56.93,2012-06,55.94
28-06-2012,56.81,2012-06,55.94
29-06-2012,55.57,2012-06,55.94
02-07-2012,55.45,2012-07,55.42
03-07-2012,54.31,2012-07,55.42
04-07-2012,,2012-07,55.42
05-07-2012,54.95,2012-07,55.42
06-07-2012,55.47,2012-07,55.42
09-07-2012,55.87,2012-07,55.42
10-07-2012,55.39,2012-07,55.42
11-07-2012,55.52,2012-07,55.42
12-07-2012,55.83,2012-07,55.42
13-07-2012,55.1,2012-07,55.42
16-07-2012,55.05,2012-07,55.42
17-07-2012,55.03,2012-07,55.42
18-07-2012,55.33,2012-07,55.42
19-07-2012,55.16,2012-07,55.42
20-07-2012,55.27,2012-07,55.42
23-07-2012,55.92,2012-07,55.42
24-07-2012,56.22,2012-07,55.42
25-07-2012,56.1,2012-07,55.42
26-07-2012,55.59,2012-07,55.42
27-07-2012,55.39,2012-07,55.42
30-07-2012,55.42,2012-07,55.42
31-07-2012,55.55,2012-07,55.42
01-08-2012,55.47,2012-08,55.49
02-08-2012,55.84,2012-08,55.49
03-08-2012,55.75,2012-08,55.49
06-08-2012,55.52,2012-08,55.49
07-08-2012,55.06,2012-08,55.49
08-08-2012,55.28,2012-08,55.49
09-08-2012,55.17,2012-08,55.49
10-08-2012,55.18,2012-08,55.49
13-08-2012,55.34,2012-08,55.49
14-08-2012,55.66,2012-08,55.49
15-08-2012,55.66,2012-08,55.49
16-08-2012,55.62,2012-08,55.49
17-08-2012,55.62,2012-08,55.49
20-08-2012,55.5,2012-08,55.49
21-08-2012,55.46,2012-08,55.49
22-08-2012,55.5,2012-08,55.49
23-08-2012,55.14,2012-08,55.49
24-08-2012,55.41,2012-08,55.49
27-08-2012,55.68,2012-08,55.49
28-08-2012,55.65,2012-08,55.49
29-08-2012,55.69,2012-08,55.49
30-08-2012,55.63,2012-08,55.49
31-08-2012,55.52,2012-08,55.49
03-09-2012,,2012-09,54.35
04-09-2012,55.61,2012-09,54.35
05-09-2012,55.88,2012-09,54.35
06-09-2012,55.64,2012-09,54.35
07-09-2012,55.27,2012-09,54.35
10-09-2012,55.44,2012-09,54.35
11-09-2012,55.25,2012-09,54.35
12-09-2012,55.21,2012-09,54.35
13-09-2012,55.34,2012-09,54.35
14-09-2012,53.3,2012-09,54.35
17-09-2012,53.88,2012-09,54.35
18-09-2012,53.9,2012-09,54.35
19-09-2012,53.99,2012-09,54.35
20-09-2012,54.26,2012-09,54.35
21-09-2012,53.46,2012-09,54.35
24-09-2012,53.43,2012-09,54.35
25-09-2012,53.36,2012-09,54.35
26-09-2012,53.52,2012-09,54.35
27-09-2012,52.99,2012-09,54.35
28-09-2012,52.92,2012-09,54.35
01-10-2012,52.46,2012-10,53.10
02-10-2012,52.42,2012-10,53.10
03-10-2012,52.25,2012-10,53.10
04-10-2012,51.74,2012-10,53.10
05-10-2012,51.77,2012-10,53.10
08-10-2012,,2012-10,53.10
09-10-2012,52.73,2012-10,53.10
10-10-2012,53.05,2012-10,53.10
11-10-2012,52.66,2012-10,53.10
12-10-2012,52.81,2012-10,53.10
15-10-2012,53.09,2012-10,53.10
16-10-2012,52.89,2012-10,53.10
17-10-2012,52.86,2012-10,53.10
18-10-2012,53.46,2012-10,53.10
19-10-2012,54.08,2012-10,53.10
22-10-2012,53.51,2012-10,53.10
23-10-2012,53.72,2012-10,53.10
24-10-2012,53.73,2012-10,53.10
25-10-2012,53.55,2012-10,53.10
26-10-2012,53.55,2012-10,53.10
29-10-2012,54.1,2012-10,53.10
30-10-2012,53.96,2012-10,53.10
31-10-2012,53.8,2012-10,53.10
01-11-2012,53.76,2012-11,54.78
02-11-2012,53.75,2012-11,54.78
05-11-2012,54.6,2012-11,54.78
06-11-2012,54.42,2012-11,54.78
07-11-2012,54.37,2012-11,54.78
08-11-2012,54.3,2012-11,54.78
09-11-2012,54.61,2012-11,54.78
12-11-2012,,2012-11,54.78
13-11-2012,54.82,2012-11,54.78
14-11-2012,54.87,2012-11,54.78
15-11-2012,54.65,2012-11,54.78
16-11-2012,55.16,2012-11,54.78
19-11-2012,55.05,2012-11,54.78
20-11-2012,55.1,2012-11,54.78
21-11-2012,55.14,2012-11,54.78
22-11-2012,,2012-11,54.78
23-11-2012,55.44,2012-11,54.78
26-11-2012,55.63,2012-11,54.78
27-11-2012,55.35,2012-11,54.78
28-11-2012,55.7,2012-11,54.78
29-11-2012,54.71,2012-11,54.78
30-11-2012,54.26,2012-11,54.78
03-12-2012,54.66,2012-12,54.65
04-12-2012,54.73,2012-12,54.65
05-12-2012,54.46,2012-12,54.65
06-12-2012,54.31,2012-12,54.65
07-12-2012,54.35,2012-12,54.65
10-12-2012,54.42,2012-12,54.65
11-12-2012,54.31,2012-12,54.65
12-12-2012,54.23,2012-12,54.65
13-12-2012,54.36,2012-12,54.65
14-12-2012,54.49,2012-12,54.65
17-12-2012,54.68,2012-12,54.65
18-12-2012,54.91,2012-12,54.65
19-12-2012,54.67,2012-12,54.65
20-12-2012,54.92,2012-12,54.65
21-12-2012,55.06,2012-12,54.65
24-12-2012,54.95,2012-12,54.65
25-12-2012,,2012-12,54.65
26-12-2012,54.86,2012-12,54.65
27-12-2012,54.94,2012-12,54.65
28-12-2012,54.77,2012-12,54.65
31-12-2012,54.86,2012-12,54.65
01-01-2013,,2013-01,54.23
02-01-2013,54.23,2013-01,54.23
03-01-2013,54.46,2013-01,54.23
04-01-2013,54.93,2013-01,54.23
07-01-2013,55.2,2013-01,54.23
08-01-2013,55.02,2013-01,54.23
09-01-2013,54.79,2013-01,54.23
10-01-2013,54.49,2013-01,54.23
11-01-2013,54.81,2013-01,54.23
14-01-2013,54.5,2013-01,54.23
15-01-2013,54.58,2013-01,54.23
16-01-2013,54.66,2013-01,54.23
17-01-2013,54.35,2013-01,54.23
18-01-2013,53.82,2013-01,54.23
21-01-2013,,2013-01,54.23
22-01-2013,53.72,2013-01,54.23
23-01-2013,53.66,2013-01,54.23
24-01-2013,53.67,2013-01,54.23
25-01-2013,53.78,2013-01,54.23
28-01-2013,53.97,2013-01,54.23
29-01-2013,53.64,2013-01,54.23
30-01-2013,53.21,2013-01,54.23
31-01-2013,53.32,2013-01,54.23
01-02-2013,53.16,2013-02,53.81
04-02-2013,53.24,2013-02,53.81
05-02-2013,52.99,2013-02,53.81
06-02-2013,53.07,2013-02,53.81
07-02-2013,53.22,2013-02,53.81
08-02-2013,53.58,2013-02,53.81
11-02-2013,53.95,2013-02,53.81
12-02-2013,53.75,2013-02,53.81
13-02-2013,53.79,2013-02,53.81
14-02-2013,53.94,2013-02,53.81
15-02-2013,54.28,2013-02,53.81
18-02-2013,,2013-02,53.81
19-02-2013,54.26,2013-02,53.81
20-02-2013,54.18,2013-02,53.81
21-02-2013,54.47,2013-02,53.81
22-02-2013,54.28,2013-02,53.81
25-02-2013,53.96,2013-02,53.81
26-02-2013,54.14,2013-02,53.81
27-02-2013,53.72,2013-02,53.81
28-02-2013,54.37,2013-02,53.81
01-03-2013,54.9,2013-03,54.42
04-03-2013,54.92,2013-03,54.42
05-03-2013,54.87,2013-03,54.42
06-03-2013,54.83,2013-03,54.42
07-03-2013,54.45,2013-03,54.42
08-03-2013,54.32,2013-03,54.42
11-03-2013,54.38,2013-03,54.42
12-03-2013,54.19,2013-03,54.42
13-03-2013,54.3,2013-03,54.42
14-03-2013,54.22,2013-03,54.42
15-03-2013,54.06,2013-03,54.42
18-03-2013,54.1,2013-03,54.42
19-03-2013,54.4,2013-03,54.42
20-03-2013,54.32,2013-03,54.42
21-03-2013,54.27,2013-03,54.42
22-03-2013,54.3,2013-03,54.42
25-03-2013,54.22,2013-03,54.42
26-03-2013,54.42,2013-03,54.42
27-03-2013,54.45,2013-03,54.42
28-03-2013,54.44,2013-03,54.42
29-03-2013,54.52,2013-03,54.42
01-04-2013,54.28,2013-04,54.32
02-04-2013,54.43,2013-04,54.32
03-04-2013,54.46,2013-04,54.32
04-04-2013,54.91,2013-04,54.32
05-04-2013,54.75,2013-04,54.32
08-04-2013,54.58,2013-04,54.32
09-04-2013,54.47,2013-04,54.32
10-04-2013,54.41,2013-04,54.32
11-04-2013,54.36,2013-04,54.32
12-04-2013,54.62,2013-04,54.32
15-04-2013,54.48,2013-04,54.32
16-04-2013,54.08,2013-04,54.32
17-04-2013,54.16,2013-04,54.32
18-04-2013,53.95,2013-04,54.32
19-04-2013,53.98,2013-04,54.32
22-04-2013,54.19,2013-04,54.32
23-04-2013,54.39,2013-04,54.32
24-04-2013,54.22,2013-04,54.32
25-04-2013,54.11,2013-04,54.32
26-04-2013,54.41,2013-04,54.32
29-04-2013,54.2,2013-04,54.32
30-04-2013,53.68,2013-04,54.32
01-05-2013,53.65,2013-05,54.98
02-05-2013,53.79,2013-05,54.98
03-05-2013,53.8,2013-05,54.98
06-05-2013,54.13,2013-05,54.98
07-05-2013,54.06,2013-05,54.98
08-05-2013,54.08,2013-05,54.98
09-05-2013,54.34,2013-05,54.98
10-05-2013,54.94,2013-05,54.98
13-05-2013,54.85,2013-05,54.98
14-05-2013,54.5,2013-05,54.98
15-05-2013,54.78,2013-05,54.98
16-05-2013,54.68,2013-05,54.98
17-05-2013,55.17,2013-05,54.98
20-05-2013,55.02,2013-05,54.98
21-05-2013,55.42,2013-05,54.98
22-05-2013,55.62,2013-05,54.98
23-05-2013,55.7,2013-05,54.98
24-05-2013,55.78,2013-05,54.98
27-05-2013,,2013-05,54.98
28-05-2013,56.07,2013-05,54.98
29-05-2013,56.28,2013-05,54.98
30-05-2013,56.5,2013-05,54.98
31-05-2013,56.5,2013-05,54.98
03-06-2013,56.66,2013-06,58.38
04-06-2013,56.43,2013-06,58.38
05-06-2013,56.84,2013-06,58.38
06-06-2013,56.92,2013-06,58.38
07-06-2013,56.57,2013-06,58.38
10-06-2013,58.13,2013-06,58.38
11-06-2013,58.34,2013-06,58.38
12-06-2013,57.82,2013-06,58.38
13-06-2013,58.07,2013-06,58.38
14-06-2013,57.56,2013-06,58.38
17-06-2013,57.97,2013-06,58.38
18-06-2013,58.79,2013-06,58.38
19-06-2013,58.7,2013-06,58.38
20-06-2013,59.57,2013-06,58.38
21-06-2013,59.43,2013-06,58.38
24-06-2013,59.8,2013-06,58.38
25-06-2013,59.66,2013-06,58.38
26-06-2013,60.7,2013-06,58.38
27-06-2013,60.19,2013-06,58.38
28-06-2013,59.52,2013-06,58.38
01-07-2013,59.38,2013-07,59.76
02-07-2013,59.54,2013-07,59.76
03-07-2013,60.21,2013-07,59.76
04-07-2013,,2013-07,59.76
05-07-2013,60.23,2013-07,59.76
08-07-2013,60.75,2013-07,59.76
09-07-2013,60.09,2013-07,59.76
10-07-2013,59.88,2013-07,59.76
11-07-2013,59.82,2013-07,59.76
12-07-2013,59.88,2013-07,59.76
15-07-2013,59.89,2013-07,59.76
16-07-2013,59.29,2013-07,59.76
17-07-2013,59.34,2013-07,59.76
18-07-2013,59.59,2013-07,59.76
19-07-2013,59.37,2013-07,59.76
22-07-2013,59.71,2013-07,59.76
23-07-2013,59.64,2013-07,59.76
24-07-2013,59.14,2013-07,59.76
25-07-2013,59.01,2013-07,59.76
26-07-2013,59.08,2013-07,59.76
29-07-2013,59.33,2013-07,59.76
30-07-2013,60.8,2013-07,59.76
31-07-2013,60.77,2013-07,59.76
01-08-2013,60.45,2013-08,62.81
02-08-2013,60.88,2013-08,62.81
05-08-2013,60.88,2013-08,62.81
06-08-2013,60.78,2013-08,62.81
07-08-2013,61.2,2013-08,62.81
08-08-2013,60.72,2013-08,62.81
09-08-2013,60.34,2013-08,62.81
12-08-2013,61.15,2013-08,62.81
13-08-2013,61.33,2013-08,62.81
14-08-2013,61.27,2013-08,62.81
15-08-2013,61.41,2013-08,62.81
16-08-2013,61.65,2013-08,62.81
19-08-2013,63.13,2013-08,62.81
20-08-2013,63.21,2013-08,62.81
21-08-2013,64.11,2013-08,62.81
22-08-2013,64.55,2013-08,62.81
23-08-2013,63.22,2013-08,62.81
26-08-2013,64.26,2013-08,62.81
27-08-2013,66.24,2013-08,62.81
28-08-2013,68.8,2013-08,62.81
29-08-2013,66.55,2013-08,62.81
30-08-2013,65.71,2013-08,62.81
02-09-2013,,2013-09,63.65
03-09-2013,67.71,2013-09,63.65
04-09-2013,67.08,2013-09,63.65
05-09-2013,66.01,2013-09,63.65
06-09-2013,65.23,2013-09,63.65
09-09-2013,65.24,2013-09,63.65
10-09-2013,63.83,2013-09,63.65
11-09-2013,63.26,2013-09,63.65
12-09-2013,63.42,2013-09,63.65
13-09-2013,63.36,2013-09,63.65
16-09-2013,62.83,2013-09,63.65
17-09-2013,63.36,2013-09,63.65
18-09-2013,63.37,2013-09,63.65
19-09-2013,61.76,2013-09,63.65
20-09-2013,62.27,2013-09,63.65
23-09-2013,62.57,2013-09,63.65
24-09-2013,62.72,2013-09,63.65
25-09-2013,62.2,2013-09,63.65
26-09-2013,61.68,2013-09,63.65
27-09-2013,62.48,2013-09,63.65
30-09-2013,62.58,2013-09,63.65
01-10-2013,62.46,2013-10,61.61
02-10-2013,62.46,2013-10,61.61
03-10-2013,61.97,2013-10,61.61
04-10-2013,61.42,2013-10,61.61
07-10-2013,61.79,2013-10,61.61
08-10-2013,61.79,2013-10,61.61
09-10-2013,61.92,2013-10,61.61
10-10-2013,61.3,2013-10,61.61
11-10-2013,61.07,2013-10,61.61
14-10-2013,,2013-10,61.61
15-10-2013,61.84,2013-10,61.61
16-10-2013,61.72,2013-10,61.61
17-10-2013,61.13,2013-10,61.61
18-10-2013,61.26,2013-10,61.61
21-10-2013,61.56,2013-10,61.61
22-10-2013,61.64,2013-10,61.61
23-10-2013,61.54,2013-10,61.61
24-10-2013,61.48,2013-10,61.61
25-10-2013,61.4,2013-10,61.61
28-10-2013,61.54,2013-10,61.61
29-10-2013,61.34,2013-10,61.61
30-10-2013,61.09,2013-10,61.61
31-10-2013,61.61,2013-10,61.61
01-11-2013,61.84,2013-11,62.52
04-11-2013,61.74,2013-11,62.52
05-11-2013,61.76,2013-11,62.52
06-11-2013,62.48,2013-11,62.52
07-11-2013,62.41,2013-11,62.52
08-11-2013,62.48,2013-11,62.52
11-11-2013,,2013-11,62.52
12-11-2013,63.73,2013-11,62.52
13-11-2013,63.28,2013-11,62.52
14-11-2013,63.12,2013-11,62.52
15-11-2013,62.97,2013-11,62.52
18-11-2013,62.07,2013-11,62.52
19-11-2013,62.26,2013-11,62.52
20-11-2013,62.34,2013-11,62.52
21-11-2013,62.94,2013-11,62.52
22-11-2013,62.72,2013-11,62.52
25-11-2013,62.37,2013-11,62.52
26-11-2013,62.47,2013-11,62.52
27-11-2013,62.47,2013-11,62.52
28-11-2013,,2013-11,62.52
29-11-2013,62.39,2013-11,62.52
02-12-2013,62.3,2013-12,61.81
03-12-2013,62.38,2013-12,61.81
04-12-2013,61.9,2013-12,61.81
05-12-2013,61.6,2013-12,61.81
06-12-2013,61.43,2013-12,61.81
09-12-2013,60.87,2013-12,61.81
10-12-2013,61.04,2013-12,61.81
11-12-2013,61.38,2013-12,61.81
12-12-2013,61.85,2013-12,61.81
13-12-2013,62.16,2013-12,61.81
16-12-2013,61.68,2013-12,61.81
17-12-2013,61.92,2013-12,61.81
18-12-2013,62.06,2013-12,61.81
19-12-2013,62.14,2013-12,61.81
20-12-2013,61.98,2013-12,61.81
23-12-2013,61.83,2013-12,61.81
24-12-2013,61.75,2013-12,61.81
25-12-2013,,2013-12,61.81
26-12-2013,62.15,2013-12,61.81
27-12-2013,61.92,2013-12,61.81
30-12-2013,61.77,2013-12,61.81
31-12-2013,61.92,2013-12,61.81
01-01-2014,,2014-01,62.11
02-01-2014,62.31,2014-01,62.11
03-01-2014,62.17,2014-01,62.11
06-01-2014,62.31,2014-01,62.11
07-01-2014,62.3,2014-01,62.11
08-01-2014,62.07,2014-01,62.11
09-01-2014,62.07,2014-01,62.11
10-01-2014,61.45,2014-01,62.11
13-01-2014,61.52,2014-01,62.11
14-01-2014,61.51,2014-01,62.11
15-01-2014,61.54,2014-01,62.11
16-01-2014,61.54,2014-01,62.11
17-01-2014,61.54,2014-01,62.11
20-01-2014,,2014-01,62.11
21-01-2014,61.94,2014-01,62.11
22-01-2014,61.86,2014-01,62.11
23-01-2014,62.11,2014-01,62.11
24-01-2014,62.68,2014-01,62.11
27-01-2014,63.09,2014-01,62.11
28-01-2014,62.56,2014-01,62.11
29-01-2014,62.46,2014-01,62.11
30-01-2014,62.56,2014-01,62.11
31-01-2014,62.63,2014-01,62.11
03-02-2014,62.63,2014-02,62.16
04-02-2014,62.27,2014-02,62.16
05-02-2014,62.57,2014-02,62.16
06-02-2014,62.14,2014-02,62.16
07-02-2014,62.09,2014-02,62.16
10-02-2014,62.44,2014-02,62.16
11-02-2014,62.15,2014-02,62.16
12-02-2014,61.84,2014-02,62.16
13-02-2014,62.23,2014-02,62.16
14-02-2014,61.87,2014-02,62.16
17-02-2014,,2014-02,62.16
18-02-2014,62.2,2014-02,62.16
19-02-2014,62.32,2014-02,62.16
20-02-2014,62.21,2014-02,62.16
21-02-2014,62.13,2014-02,62.16
24-02-2014,62.07,2014-02,62.16
25-02-2014,61.96,2014-02,62.16
26-02-2014,62.11,2014-02,62.16
27-02-2014,62.11,2014-02,62.16
28-02-2014,61.78,2014-02,62.16
03-03-2014,62.17,2014-03,60.95
04-03-2014,61.91,2014-03,60.95
05-03-2014,61.75,2014-03,60.95
06-03-2014,60.89,2014-03,60.95
07-03-2014,61.24,2014-03,60.95
10-03-2014,60.84,2014-03,60.95
11-03-2014,61.01,2014-03,60.95
12-03-2014,61.01,2014-03,60.95
13-03-2014,61.2,2014-03,60.95
14-03-2014,61.19,2014-03,60.95
17-03-2014,61.08,2014-03,60.95
18-03-2014,61.1,2014-03,60.95
19-03-2014,60.95,2014-03,60.95
20-03-2014,61.33,2014-03,60.95
21-03-2014,60.9,2014-03,60.95
24-03-2014,60.78,2014-03,60.95
25-03-2014,60.27,2014-03,60.95
26-03-2014,60.13,2014-03,60.95
27-03-2014,60.26,2014-03,60.95
28-03-2014,59.89,2014-03,60.95
31-03-2014,60,2014-03,60.95
01-04-2014,59.86,2014-04,60.35
02-04-2014,59.9,2014-04,60.35
03-04-2014,60.35,2014-04,60.35
04-04-2014,60.08,2014-04,60.35
07-04-2014,60.11,2014-04,60.35
08-04-2014,60.08,2014-04,60.35
09-04-2014,60.09,2014-04,60.35
10-04-2014,60.07,2014-04,60.35
11-04-2014,60.18,2014-04,60.35
14-04-2014,60.32,2014-04,60.35
15-04-2014,60.34,2014-04,60.35
16-04-2014,60.22,2014-04,60.35
17-04-2014,60.29,2014-04,60.35
18-04-2014,60.29,2014-04,60.35
21-04-2014,60.59,2014-04,60.35
22-04-2014,60.8,2014-04,60.35
23-04-2014,61.17,2014-04,60.35
24-04-2014,61.11,2014-04,60.35
25-04-2014,60.64,2014-04,60.35
28-04-2014,60.69,2014-04,60.35
29-04-2014,60.23,2014-04,60.35
30-04-2014,60.21,2014-04,60.35
01-05-2014,60.11,2014-05,59.28
02-05-2014,60.02,2014-05,59.28
05-05-2014,60.21,2014-05,59.28
06-05-2014,59.97,2014-05,59.28
07-05-2014,60.01,2014-05,59.28
08-05-2014,60.06,2014-05,59.28
09-05-2014,60,2014-05,59.28
12-05-2014,59.48,2014-05,59.28
13-05-2014,59.44,2014-05,59.28
14-05-2014,59.49,2014-05,59.28
15-05-2014,59.38,2014-05,59.28
16-05-2014,58.62,2014-05,59.28
19-05-2014,58.38,2014-05,59.28
20-05-2014,58.58,2014-05,59.28
21-05-2014,58.66,2014-05,59.28
22-05-2014,58.3,2014-05,59.28
23-05-2014,58.36,2014-05,59.28
26-05-2014,,2014-05,59.28
